Year_Birth,Education,Marital_Status,Income,Dt_Customer,Recency,Complain,Response,Kids,Expenses,TotalAcceptedCmp,NumTotalPurchases
1963,PG,relationship,22419.0,18-04-2013,74,0,0,0,162,0,8
1959,PG,Single,78353.0,16-04-2013,51,0,0,1,1576,0,24
1954,PG,relationship,93404.0,07-05-2013,97,0,0,3,1616,2,17
1962,PG,Single,37859.0,12-01-2013,75,0,0,3,36,0,6
1958,PG,Single,80995.0,11-05-2013,83,0,0,1,1482,0,22
1984,PG,relationship,16529.0,01-03-2014,23,0,0,1,22,0,5
1976,PG,Single,55412.0,22-11-2013,65,0,0,2,63,0,6
1992,PG,Single,48789.0,10-09-2012,94,0,0,0,680,0,18
1967,PG,relationship,56575.0,05-05-2013,42,0,0,2,542,0,20
1980,PG,relationship,25130.0,02-10-2013,10,0,0,1,50,0,7
1967,PG,relationship,35441.0,14-02-2013,94,0,0,2,39,0,6
1956,PG,relationship,71391.0,29-03-2013,50,0,0,1,1043,0,28
1972,PG,Single,49494.0,25-04-2013,46,0,0,1,385,0,14
1980,PG,Single,81702.0,23-09-2012,98,0,0,0,1633,0,27
1980,PG,Single,45889.0,02-07-2013,42,0,0,1,46,0,5
1977,PG,Single,56628.0,21-03-2014,30,0,0,1,761,1,20
1950,PG,relationship,34026.0,05-08-2013,11,0,0,2,76,0,9
1974,PG,relationship,40049.0,29-11-2012,61,0,0,1,290,0,14
1988,PG,Single,34176.0,12-05-2014,12,0,0,1,89,0,11
1981,PG,relationship,19419.0,10-11-2012,76,0,0,1,70,0,11
1960,PG,relationship,82504.0,27-07-2013,2,0,0,0,1066,0,17
1991,PG,Single,61618.0,29-09-2012,27,0,0,0,1345,0,19
1956,PG,Single,55284.0,24-12-2012,60,0,0,1,764,0,23
1963,PG,Single,49980.0,23-10-2013,79,0,0,1,195,0,11
1980,PG,relationship,15072.0,10-05-2013,96,0,0,2,53,0,11
1974,PG,Single,49166.0,13-06-2013,17,0,0,1,368,0,13
1954,PG,relationship,65324.0,11-01-2014,0,0,0,1,544,0,20
1966,PG,relationship,30843.0,26-05-2014,43,0,0,2,35,1,6
1974,PG,relationship,46374.0,17-03-2014,1,0,1,1,446,2,18
1979,PG,Single,60474.0,01-04-2013,25,0,0,1,1180,0,31
1973,PG,relationship,38576.0,04-03-2014,2,0,0,1,41,0,5
1985,PG,relationship,55357.0,19-02-2013,66,0,0,2,727,0,22
1966,PG,relationship,37758.0,04-10-2012,49,0,0,2,40,0,6
1989,PG,relationship,85710.0,05-05-2013,5,0,0,0,1062,1,26
1969,PG,relationship,23228.0,26-01-2014,71,0,0,1,40,0,7
1969,PG,relationship,44602.0,15-02-2014,35,0,0,2,292,0,17
1987,PG,relationship,7500.0,09-01-2013,94,0,0,0,15,0,4
1989,PG,relationship,38683.0,04-10-2012,80,0,0,1,341,0,17
1975,PG,Single,49514.0,17-12-2013,61,0,0,1,369,0,13
1973,PG,relationship,57906.0,11-06-2013,29,0,0,1,401,0,17
1966,PG,Single,43456.0,26-03-2013,0,0,0,1,393,0,17
1986,PG,Single,19485.0,24-09-2013,80,0,0,2,10,0,4
1978,PG,relationship,53172.0,06-05-2013,54,0,0,1,486,0,16
1979,PG,relationship,30545.0,17-10-2012,71,0,0,1,69,0,7
1959,PG,Single,62450.0,06-01-2014,61,0,0,1,995,1,16
1976,PG,relationship,21675.0,11-06-2014,55,0,0,1,45,0,10
1981,PG,Single,42395.0,04-04-2014,35,0,0,2,182,0,12
1978,PG,relationship,61346.0,06-10-2013,34,0,0,1,989,0,23
1953,PG,relationship,80812.0,17-09-2013,95,0,0,0,1677,3,18
1971,PG,Single,42835.0,30-06-2013,64,0,0,2,595,0,23
1983,PG,relationship,39922.0,14-02-2013,30,0,0,1,156,0,9
1956,PG,Single,86424.0,05-04-2014,12,0,0,0,1226,0,28
1978,PG,relationship,17117.0,17-01-2013,96,0,0,1,128,0,11
1972,PG,Single,24762.0,10-02-2014,16,0,1,1,86,1,9
1975,PG,relationship,35797.0,16-10-2012,16,0,0,1,68,0,7
1975,PG,Single,36627.0,23-07-2013,78,0,0,2,16,0,4
1981,PG,relationship,51111.0,19-06-2014,83,0,0,2,55,0,7
1953,PG,Single,46231.0,26-11-2012,87,0,0,3,263,0,15
1959,PG,relationship,42243.0,11-12-2013,34,0,0,2,55,0,7
1962,PG,relationship,51195.0,01-04-2013,46,0,0,2,564,0,24
1978,PG,Single,68092.0,16-12-2013,7,0,0,0,1281,0,20
1973,PG,relationship,31814.0,09-02-2013,73,0,0,1,83,1,7
1965,PG,Single,51390.0,08-09-2012,54,0,0,2,353,0,18
1983,PG,relationship,76630.0,14-01-2014,93,0,0,0,1003,0,25
1991,UG,Single,26868.0,30-04-2014,52,0,0,1,14,0,4
1943,PG,Single,48948.0,01-02-2013,53,0,1,0,902,1,24
1972,PG,Single,55260.0,12-12-2012,81,0,0,1,1139,0,25
1956,PG,relationship,64090.0,07-08-2013,8,0,1,1,797,0,20
1958,PG,Single,78331.0,23-01-2014,97,0,0,1,1638,0,25
1974,PG,relationship,37087.0,11-08-2013,50,0,0,1,401,0,17
1986,PG,Single,21846.0,22-10-2013,38,0,0,1,84,0,11
1958,PG,relationship,81320.0,06-02-2013,61,0,0,0,928,0,18
1970,PG,Single,54137.0,16-08-2013,46,0,0,1,203,0,11
1967,PG,relationship,66825.0,14-07-2013,73,0,0,0,858,0,16
1973,PG,relationship,57100.0,04-12-2013,19,0,0,0,409,0,13
1969,PG,relationship,58917.0,24-03-2013,10,0,0,3,282,0,16
1977,PG,Single,85072.0,09-04-2014,94,0,0,0,1423,0,18
1961,PG,Single,86429.0,21-11-2013,10,0,1,0,1449,1,18
1971,PG,Single,45684.0,02-12-2013,37,0,0,1,28,0,4
1974,PG,relationship,47889.0,04-01-2014,94,0,0,1,67,0,6
1986,PG,relationship,45921.0,10-03-2014,23,0,0,0,199,0,10
1966,PG,Single,78420.0,29-06-2013,75,0,0,0,1453,0,22
1992,PG,relationship,75114.0,07-11-2013,40,0,0,0,1253,0,19
1963,PG,Single,52278.0,25-01-2013,24,0,1,1,1198,0,31
1972,PG,relationship,35641.0,14-07-2013,11,0,1,1,178,0,10
1954,PG,relationship,62820.0,11-05-2013,51,0,0,0,976,0,14
1960,PG,relationship,73113.0,26-12-2013,86,0,0,0,1001,0,15
1954,PG,Single,42607.0,17-11-2013,30,0,0,1,350,0,14
1954,PG,Single,74637.0,18-05-2013,73,0,0,0,1650,1,25
1955,PG,relationship,46015.0,13-04-2014,25,0,0,2,46,2,5
1993,PG,Single,72354.0,17-04-2013,67,0,0,0,1228,0,19
1969,PG,Single,39858.0,24-01-2013,67,0,1,1,95,0,7
1948,PG,relationship,34469.0,04-05-2014,58,0,0,2,62,0,9
1979,PG,relationship,24401.0,31-08-2012,98,0,0,0,467,0,16
1978,PG,relationship,77583.0,10-02-2014,93,0,0,0,1149,1,19
1993,PG,Single,74293.0,04-05-2014,66,0,0,0,1127,0,16
1976,PG,relationship,68397.0,17-11-2013,6,0,0,1,1416,0,21
1974,PG,relationship,79632.0,08-04-2014,42,0,0,0,1113,0,20
1989,PG,Single,46107.0,10-02-2014,78,0,0,1,125,0,7
1951,PG,Single,64950.0,12-08-2012,29,0,0,1,966,1,25
1989,UG,relationship,25443.0,22-12-2012,82,0,0,1,32,0,5
1952,PG,Single,75127.0,22-05-2014,92,0,0,0,833,0,19
1971,PG,relationship,32892.0,25-05-2014,78,0,0,1,46,0,8
1971,PG,relationship,71796.0,24-10-2013,54,0,0,0,960,0,17
1971,PG,Single,55239.0,14-07-2013,59,0,0,1,779,0,26
1975,PG,Single,60554.0,09-08-2013,8,0,0,1,811,0,23
1952,PG,Single,64831.0,10-06-2013,51,0,0,2,1120,0,22
1962,PG,relationship,56067.0,20-07-2013,51,0,0,1,725,0,20
1983,PG,Single,82025.0,28-05-2013,76,0,1,0,1187,1,12
1986,UG,Single,14906.0,22-12-2012,86,0,0,0,66,0,9
1987,PG,relationship,51563.0,01-10-2012,60,0,0,0,1250,2,19
1982,PG,relationship,57937.0,16-02-2014,56,0,0,1,683,0,20
1979,PG,Single,68274.0,30-09-2013,83,0,0,2,305,0,13
1977,PG,relationship,39771.0,06-12-2013,92,0,0,1,50,0,6
1975,PG,Single,67893.0,01-10-2012,31,0,0,1,995,0,16
1979,PG,relationship,27922.0,10-05-2014,80,0,0,1,41,0,6
1976,PG,relationship,52190.0,08-05-2014,39,0,0,2,77,1,9
1973,PG,Single,44051.0,29-01-2013,20,0,1,2,171,0,12
1971,PG,Single,42767.0,11-05-2013,53,0,0,2,131,0,7
1976,PG,relationship,46106.0,11-05-2014,84,0,0,2,54,0,5
1976,PG,relationship,16927.0,10-02-2013,50,0,0,2,53,0,12
1965,PG,relationship,59754.0,01-12-2012,96,0,1,1,475,0,16
1952,PG,Single,53700.0,17-08-2012,94,0,0,1,694,0,22
1973,PG,relationship,59041.0,07-05-2014,25,0,0,2,96,0,8
1957,PG,Single,54237.0,27-04-2013,48,0,0,1,361,0,16
1967,PG,Single,70647.0,21-09-2012,65,0,0,1,1079,0,26
1962,PG,Single,52597.0,07-05-2014,69,0,0,1,578,0,20
1969,PG,relationship,41021.0,30-12-2012,12,0,1,1,64,0,7
1975,PG,relationship,40233.0,14-10-2013,84,0,0,1,149,0,13
1980,PG,relationship,50183.0,25-06-2014,47,0,0,2,231,0,17
1959,PG,relationship,54753.0,12-09-2013,87,0,0,1,728,0,21
1973,PG,relationship,33471.0,12-10-2012,47,0,0,1,93,0,10
1974,PG,relationship,34596.0,13-04-2013,48,0,1,1,23,0,4
1980,PG,relationship,44010.0,13-10-2012,46,0,0,1,662,0,24
1988,PG,relationship,84219.0,02-02-2014,27,0,0,0,1198,0,18
1968,PG,relationship,40706.0,17-01-2013,37,0,0,3,81,0,11
1988,PG,relationship,15716.0,12-11-2012,8,1,0,1,92,0,10
1959,PG,Single,59052.0,17-11-2013,29,0,0,1,491,0,18
1971,PG,relationship,80573.0,14-10-2012,85,0,0,0,1564,0,24
1962,PG,relationship,83715.0,03-02-2014,2,0,0,0,926,0,24
1965,PG,relationship,56962.0,11-10-2013,60,0,0,3,411,0,21
1952,PG,relationship,35704.0,03-01-2014,54,0,0,2,94,0,9
1954,PG,relationship,53103.0,12-09-2013,70,0,0,1,1085,1,28
1960,PG,Single,46779.0,12-07-2013,55,0,0,2,23,0,4
1965,PG,Single,4861.0,22-06-2014,20,0,0,0,6,0,0
1979,PG,Single,33462.0,07-08-2013,78,0,0,1,54,0,6
1978,PG,Single,63693.0,14-10-2013,63,0,0,1,1150,0,29
1950,PG,relationship,80763.0,15-08-2013,17,0,1,0,1415,2,23
1974,PG,relationship,65352.0,21-08-2013,43,0,0,1,405,0,16
1976,PG,Single,79689.0,12-05-2013,65,0,0,0,1315,0,27
1956,PG,Single,35340.0,29-06-2014,1,0,0,2,45,0,7
1972,PG,relationship,24884.0,29-11-2012,32,0,0,1,19,0,4
1981,PG,relationship,42021.0,31-08-2012,34,0,0,1,573,1,22
1989,PG,Single,64449.0,18-02-2014,70,0,0,1,805,0,24
1954,PG,Single,64587.0,22-06-2014,49,0,0,2,108,0,8
1995,PG,Single,34824.0,26-03-2014,65,0,0,0,23,0,4
1978,PG,relationship,75437.0,09-11-2013,25,0,0,0,1493,1,23
1957,PG,relationship,26091.0,25-02-2014,84,0,0,2,89,0,9
1973,PG,relationship,52845.0,13-08-2013,7,0,0,1,936,1,25
1956,PG,Single,46086.0,03-11-2013,34,0,0,1,343,0,16
1956,PG,Single,78028.0,10-09-2012,38,0,1,1,528,2,20
1981,PG,relationship,56337.0,27-03-2013,25,0,1,2,724,2,22
1987,PG,relationship,22434.0,13-02-2013,25,0,0,1,58,0,7
1954,PG,relationship,36930.0,17-05-2013,50,0,0,1,297,0,16
1954,PG,Single,36130.0,02-02-2013,46,0,1,1,488,1,21
1953,PG,relationship,65569.0,05-11-2012,96,0,0,1,859,0,23
1952,PG,relationship,83844.0,12-05-2013,57,0,0,0,1574,1,20
1968,PG,relationship,19514.0,26-01-2014,47,0,0,2,69,1,10
1963,PG,Single,36736.0,10-05-2013,52,0,0,2,17,0,4
1976,PG,relationship,49187.0,11-01-2014,63,0,0,1,116,0,8
1978,PG,Single,30168.0,07-03-2013,51,0,0,1,279,0,18
1968,PG,relationship,34053.0,10-09-2012,14,0,0,1,103,0,7
1971,PG,relationship,38196.0,18-04-2014,20,0,0,2,44,0,9
1951,PG,relationship,59412.0,19-04-2014,56,0,0,0,406,0,15
1965,PG,relationship,70924.0,07-04-2014,41,0,0,0,1363,1,20
1969,PG,relationship,54165.0,28-05-2013,72,0,0,0,236,0,11
1973,PG,relationship,32300.0,03-01-2013,1,0,0,1,39,0,5
1976,PG,Single,20180.0,20-02-2013,27,0,0,0,137,0,8
1973,PG,relationship,34961.0,19-06-2014,77,0,0,1,79,0,10
1974,PG,relationship,28440.0,07-07-2013,87,0,0,1,63,0,6
1953,PG,relationship,64504.0,04-03-2013,81,0,1,3,1314,0,25
1966,PG,relationship,33564.0,24-06-2014,51,0,0,1,71,0,6
1978,PG,relationship,17345.0,03-11-2012,79,0,0,1,58,0,7
1967,PG,relationship,56320.0,08-04-2013,11,0,0,1,702,0,21
1978,PG,Single,28647.0,21-08-2013,54,0,1,1,94,1,7
1987,UG,Single,15038.0,29-01-2013,93,0,0,1,80,0,7
1958,PG,Single,32173.0,01-08-2013,0,0,0,1,22,0,5
1964,PG,relationship,68316.0,04-11-2012,54,0,0,1,1211,0,32
1971,PG,relationship,74538.0,29-06-2013,21,0,1,0,1461,1,22
1969,PG,relationship,68695.0,25-06-2014,3,0,0,0,1091,0,16
1977,PG,relationship,31056.0,22-01-2013,99,0,0,1,55,0,5
1973,PG,relationship,79593.0,12-05-2014,70,0,0,0,1366,1,19
1980,PG,Single,28071.0,29-08-2012,65,0,0,0,313,0,13
1958,PG,relationship,37334.0,26-02-2014,44,0,0,2,62,0,11
1972,PG,Single,46423.0,18-09-2013,6,0,0,2,92,0,9
1971,PG,relationship,37126.0,30-03-2014,9,0,1,1,72,1,6
1953,PG,relationship,47703.0,29-05-2013,95,0,0,1,655,0,21
1959,PG,relationship,61180.0,23-04-2014,70,0,0,1,704,1,18
1954,PG,relationship,38998.0,03-11-2012,92,1,0,2,54,0,8
1991,PG,Single,8028.0,18-09-2012,62,0,0,0,178,0,16
1962,PG,relationship,76081.0,23-05-2014,85,0,0,0,1033,1,14
1986,PG,relationship,34728.0,30-07-2013,2,0,1,1,36,0,5
1965,PG,Single,33168.0,13-10-2012,0,0,0,1,122,0,10
1966,PG,relationship,33585.0,25-09-2013,91,0,0,1,122,0,7
1960,PG,relationship,77037.0,13-10-2013,3,0,0,1,1123,0,27
1984,PG,relationship,35196.0,13-11-2012,68,0,1,1,497,0,18
1966,PG,relationship,44529.0,05-07-2013,98,0,0,1,691,1,25
1965,PG,relationship,70924.0,07-04-2014,41,0,0,0,1363,1,20
1966,PG,relationship,28764.0,05-06-2014,16,0,0,2,12,1,4
1970,PG,Single,25959.0,14-02-2013,1,0,1,2,56,0,7
1983,PG,relationship,27100.0,05-04-2013,64,0,0,1,37,0,5
1985,PG,Single,70596.0,05-10-2012,68,0,0,0,968,0,21
1974,PG,relationship,42557.0,29-08-2012,98,0,0,1,270,0,15
1951,PG,relationship,53312.0,09-08-2013,32,0,0,0,278,0,12
1952,PG,Single,72228.0,27-11-2012,87,0,0,0,1250,0,22
1987,PG,relationship,67605.0,31-03-2013,84,0,0,0,938,0,17
1949,PG,relationship,62845.0,01-10-2012,3,0,0,2,1178,1,28
1958,PG,relationship,65196.0,25-07-2013,34,0,0,2,1155,1,26
1987,PG,Single,42000.0,10-01-2013,23,0,1,0,653,0,20
1973,PG,Single,35860.0,19-05-2014,37,0,0,2,49,1,6
1964,PG,relationship,65526.0,11-04-2014,22,0,0,1,506,0,17
1961,PG,relationship,16860.0,12-09-2012,19,0,0,2,38,0,8
1992,PG,Single,83528.0,01-05-2014,7,0,1,0,1650,2,23
1956,PG,Single,22304.0,04-08-2012,91,0,0,0,18,0,4
1978,PG,relationship,67023.0,04-03-2014,93,1,0,0,906,0,24
1971,PG,relationship,32892.0,25-05-2014,78,0,0,1,46,0,8
1966,PG,relationship,70713.0,03-12-2012,23,0,0,1,1477,0,25
1955,PG,relationship,59925.0,30-11-2012,83,0,0,1,766,0,23
1953,PG,relationship,39722.0,24-02-2014,92,0,0,1,47,0,7
1958,PG,relationship,46610.0,18-07-2013,4,0,0,0,467,0,14
1981,PG,relationship,87171.0,01-05-2013,27,0,0,0,1298,2,25
1976,PG,relationship,26907.0,20-08-2013,10,0,0,2,22,0,6
1968,PG,Single,50014.0,22-01-2014,9,0,0,1,396,0,15
1978,PG,relationship,41014.0,22-04-2013,65,0,0,1,20,0,4
1965,PG,Single,66294.0,17-03-2014,68,0,0,0,967,0,13
1971,PG,relationship,36715.0,17-11-2012,16,0,1,1,357,0,19
1956,PG,relationship,79456.0,22-08-2012,12,0,1,0,1401,0,16
1982,PG,relationship,40479.0,17-08-2013,95,0,0,1,15,0,4
1977,PG,relationship,54233.0,04-02-2013,46,0,0,1,981,0,26
1970,PG,Single,24163.0,12-10-2013,3,0,0,2,17,0,6
1958,PG,relationship,84460.0,04-01-2013,80,0,1,0,523,4,22
1983,PG,relationship,43776.0,03-05-2014,77,0,0,1,23,0,4
1958,PG,Single,71691.0,17-03-2014,0,0,1,0,1192,0,17
1974,PG,Single,39190.0,26-04-2014,91,0,0,1,133,0,9
1959,PG,relationship,71367.0,23-08-2013,24,0,0,0,777,0,17
1972,PG,Single,38578.0,22-06-2013,2,0,0,2,73,0,9
1965,PG,relationship,57236.0,12-03-2014,22,0,0,2,121,0,10
1979,PG,Single,61825.0,07-08-2013,56,0,0,1,424,0,15
1958,PG,Single,79803.0,02-06-2014,54,0,0,1,868,0,13
1986,PG,Single,80910.0,31-10-2012,71,0,0,0,756,0,15
1982,PG,relationship,27590.0,23-04-2013,38,0,0,1,12,0,4
1979,PG,relationship,56775.0,02-01-2013,62,0,0,1,937,0,25
1979,PG,relationship,54210.0,20-05-2013,18,0,0,1,367,0,14
1986,PG,relationship,38508.0,02-08-2013,95,0,0,1,443,0,20
1970,PG,relationship,53187.0,26-10-2013,66,0,0,1,267,0,13
1972,PG,relationship,30023.0,24-03-2014,28,0,0,1,61,0,6
1960,PG,Single,76045.0,15-11-2013,78,0,0,0,1323,1,21
1952,PG,relationship,50870.0,19-06-2014,13,0,0,1,63,0,6
1970,PG,relationship,15315.0,03-08-2013,27,0,0,0,64,0,8
1974,PG,relationship,65463.0,30-01-2014,17,0,0,1,562,1,19
1965,PG,relationship,66480.0,31-05-2014,71,0,0,2,312,0,19
1954,PG,Single,76773.0,25-02-2013,79,0,0,0,1156,0,16
1983,PG,Single,81698.0,01-03-2013,1,0,1,0,1104,1,16
1973,PG,Single,54466.0,09-02-2014,78,0,0,2,16,0,4
1984,PG,Single,16269.0,30-08-2013,75,0,0,1,44,0,9
1971,PG,relationship,71819.0,28-08-2013,70,0,0,1,1574,2,14
1983,PG,relationship,33569.0,16-10-2013,10,0,1,1,63,1,5
1983,PG,relationship,36262.0,20-09-2013,24,0,1,0,426,1,12
1966,UG,relationship,22634.0,16-01-2013,47,0,0,0,96,0,6
1978,PG,relationship,47025.0,12-09-2013,98,0,0,1,635,0,23
1968,PG,Single,70566.0,06-10-2013,4,0,0,1,757,0,22
1979,PG,relationship,31605.0,22-11-2012,15,0,0,1,125,0,9
1973,PG,Single,52034.0,17-05-2013,67,0,0,2,332,0,16
1979,PG,Single,48526.0,24-12-2013,32,0,0,1,135,0,8
1954,PG,relationship,46734.0,18-11-2012,40,0,0,1,330,0,14
1962,PG,Single,39552.0,18-12-2012,54,0,1,2,384,0,20
1977,PG,relationship,46931.0,24-04-2014,94,0,0,3,78,0,7
1985,UG,Single,16581.0,12-01-2013,51,0,0,0,24,0,4
1952,PG,Single,63998.0,20-12-2013,42,0,1,0,1168,0,25
1951,PG,relationship,67381.0,15-01-2013,67,0,0,1,957,1,17
1967,PG,Single,25930.0,10-10-2013,87,0,0,2,15,0,4
1978,PG,relationship,42693.0,07-06-2014,29,0,0,1,57,0,5
1974,PG,relationship,49669.0,24-05-2014,97,0,0,1,326,0,14
1968,PG,relationship,36778.0,05-08-2012,63,0,0,2,77,0,9
1962,PG,Single,85696.0,03-05-2013,88,0,1,0,1313,0,20
1989,PG,Single,10979.0,22-05-2014,34,0,0,0,30,0,8
1961,PG,relationship,49678.0,02-02-2013,81,0,0,1,315,0,14
1953,PG,relationship,56129.0,20-06-2013,65,0,0,1,660,0,22
1989,PG,relationship,37155.0,31-01-2013,51,0,0,1,74,0,7
1978,PG,Single,21282.0,11-05-2014,76,0,0,1,46,0,7
1962,PG,Single,33419.0,17-08-2013,76,0,0,1,86,0,8
1945,PG,Single,63285.0,05-11-2013,84,0,0,0,1103,0,25
1974,PG,relationship,21255.0,21-01-2014,56,0,0,1,61,0,11
1981,PG,relationship,42162.0,19-11-2013,31,0,1,1,145,1,9
1956,PG,relationship,54450.0,14-09-2012,0,0,0,2,684,0,31
1954,PG,relationship,57744.0,12-11-2013,91,0,0,1,411,0,16
1986,PG,Single,26576.0,13-10-2012,40,0,1,1,27,1,4
1943,PG,Single,57513.0,06-07-2013,59,0,0,0,1060,0,27
1964,PG,relationship,68142.0,29-08-2012,96,0,0,1,1459,0,24
1979,PG,relationship,7500.0,29-08-2012,61,0,0,1,18,0,4
1960,PG,relationship,54197.0,03-04-2014,16,0,0,1,237,0,12
1963,PG,Single,23091.0,28-05-2014,98,0,0,2,48,0,10
1976,PG,relationship,46049.0,21-07-2013,11,0,1,2,515,0,26
1974,PG,relationship,56715.0,05-12-2012,52,0,0,0,1020,0,15
1961,PG,relationship,79410.0,29-05-2014,19,0,0,0,1370,0,11
1951,PG,relationship,57304.0,11-03-2013,61,0,0,1,1026,0,25
1965,PG,relationship,44375.0,23-03-2014,73,0,0,1,301,0,12
1956,PG,relationship,54450.0,14-09-2012,0,0,0,2,684,0,31
1965,PG,relationship,59594.0,20-10-2012,74,0,0,1,499,1,17
1994,PG,relationship,80685.0,22-08-2012,55,0,0,0,1004,0,21
1974,PG,relationship,40344.0,13-10-2013,48,0,0,1,218,0,12
1972,PG,relationship,62710.0,23-05-2013,53,0,0,1,606,0,22
1968,PG,relationship,48985.0,05-07-2013,13,0,0,1,75,0,6
1968,PG,relationship,35322.0,22-08-2012,34,0,0,3,106,0,9
1948,PG,relationship,77142.0,29-05-2013,54,0,0,0,990,0,17
1969,PG,Single,81657.0,22-01-2014,69,0,0,0,1097,0,16
1996,UG,relationship,14421.0,17-02-2014,81,0,0,0,16,1,4
1974,PG,relationship,20130.0,17-03-2014,99,0,0,0,34,0,5
1957,PG,relationship,66726.0,12-01-2014,61,0,0,2,438,1,17
1979,UG,relationship,23724.0,08-01-2013,65,0,0,1,75,0,7
1960,PG,relationship,47353.0,13-11-2013,93,0,0,1,225,0,13
1952,PG,relationship,33444.0,03-11-2012,24,0,0,2,18,0,4
1981,PG,relationship,54386.0,17-05-2013,8,0,0,1,470,0,17
1981,PG,Single,28510.0,13-04-2013,72,0,0,2,91,0,9
1950,PG,relationship,48070.0,13-01-2013,33,1,0,1,504,0,19
1957,PG,relationship,43140.0,05-01-2013,68,0,0,1,235,0,11
1961,PG,Single,54959.0,19-01-2013,55,0,1,1,1232,1,21
1958,UG,Single,15056.0,03-05-2013,76,0,0,2,88,0,12
1971,PG,Single,26954.0,08-05-2014,17,0,0,1,17,0,4
1985,PG,Single,22327.0,02-08-2013,94,0,0,1,24,0,5
1965,PG,relationship,44393.0,22-08-2013,86,0,0,2,60,0,7
1952,PG,Single,62000.0,25-08-2013,25,0,0,1,1020,1,26
1962,PG,relationship,31497.0,06-12-2012,22,0,0,1,155,0,10
1974,PG,relationship,45894.0,27-02-2014,15,0,0,2,51,0,5
1969,PG,Single,67369.0,17-11-2012,81,0,1,1,1461,2,25
1960,PG,Single,58401.0,20-04-2014,55,0,0,1,96,0,6
1952,PG,Single,62307.0,17-02-2014,94,0,0,1,160,0,9
1969,PG,relationship,43641.0,22-04-2013,50,0,0,2,139,0,10
1968,PG,Single,63841.0,21-04-2013,64,0,0,1,908,0,22
1965,PG,relationship,46891.0,01-09-2013,91,0,0,1,183,0,8
1969,PG,relationship,70091.0,31-03-2013,11,0,0,1,1161,1,19
1972,PG,relationship,78075.0,05-04-2014,72,0,0,0,988,0,14
1961,PG,Single,59184.0,09-09-2012,6,0,0,1,1072,0,27
1977,PG,relationship,54809.0,11-09-2013,0,0,0,2,174,0,12
1959,PG,relationship,58113.0,25-01-2013,66,1,0,1,758,0,22
1958,PG,relationship,51412.0,31-12-2013,42,0,0,1,195,0,11
1979,PG,Single,15287.0,10-10-2012,60,0,1,1,31,1,6
1957,PG,relationship,66636.0,17-08-2013,64,0,0,0,1084,0,17
1956,PG,relationship,50965.0,20-02-2013,87,0,0,1,685,1,22
1965,PG,relationship,84618.0,22-11-2013,96,0,0,0,1672,1,26
1990,PG,relationship,18351.0,29-10-2013,1,0,0,0,43,0,6
1957,PG,relationship,40451.0,16-02-2014,54,0,0,2,49,1,5
1965,PG,relationship,36317.0,22-05-2013,53,0,0,1,133,0,9
1957,PG,relationship,42213.0,12-10-2013,96,0,0,1,363,1,15
1955,PG,relationship,65748.0,15-04-2013,58,1,0,1,545,0,18
1972,PG,relationship,77044.0,27-10-2013,12,0,0,1,1065,1,31
1972,PG,relationship,56721.0,31-10-2012,64,0,0,2,296,0,15
1975,PG,Single,42160.0,28-06-2013,26,0,1,2,140,0,11
1965,PG,Single,61559.0,17-07-2013,8,0,0,1,530,0,17
1963,PG,relationship,33629.0,08-08-2012,49,0,0,2,152,0,13
1991,PG,relationship,68682.0,06-10-2013,56,0,0,0,1598,0,24
1963,PG,Single,34377.0,19-01-2013,55,0,0,1,114,0,8
1986,UG,Single,8940.0,22-08-2012,25,0,0,1,101,0,10
1973,PG,relationship,26228.0,22-09-2013,50,0,0,1,25,0,4
1957,PG,Single,77297.0,26-01-2013,84,0,0,0,789,1,22
1981,PG,relationship,40211.0,30-07-2013,30,0,0,2,87,1,7
1958,PG,Single,33438.0,22-09-2013,81,0,0,2,90,0,11
1959,PG,relationship,75032.0,28-04-2013,74,0,0,1,1215,0,20
1955,PG,Single,61284.0,12-10-2013,76,0,0,0,811,1,22
1986,PG,relationship,22518.0,22-10-2012,36,0,1,1,61,1,7
1975,PG,relationship,54730.0,15-08-2013,64,0,0,1,405,0,18
1955,PG,relationship,38452.0,30-03-2014,62,0,0,2,72,0,9
1971,PG,Single,44421.0,15-02-2013,53,0,0,2,189,0,14
1986,PG,relationship,38197.0,29-06-2013,86,0,0,1,40,0,5
1978,PG,Single,41986.0,09-02-2014,15,0,0,1,63,0,10
1983,PG,relationship,28427.0,21-03-2013,67,0,0,1,52,0,7
1976,PG,relationship,37395.0,02-05-2014,47,0,0,1,39,0,5
1971,PG,relationship,64722.0,26-05-2014,47,0,0,1,805,0,25
1956,PG,relationship,55249.0,17-04-2014,81,0,0,1,130,0,8
1972,PG,relationship,84906.0,04-10-2013,98,0,0,0,1631,3,24
1989,PG,relationship,28691.0,04-07-2013,56,0,0,1,34,0,5
1952,PG,Single,44213.0,29-11-2013,48,0,0,2,152,0,12
1984,UG,Single,25707.0,18-01-2014,18,0,0,1,21,0,5
1967,PG,relationship,59062.0,03-10-2013,74,0,0,3,71,0,7
1962,PG,Single,76624.0,24-05-2014,68,0,0,1,899,1,23
1947,PG,relationship,66000.0,20-04-2014,36,0,0,0,711,0,10
1978,PG,relationship,27683.0,04-08-2012,90,0,0,1,351,0,16
1971,PG,Single,1730.0,18-05-2014,65,0,0,0,8,0,15
